"Kod portu 
";Data przybycia (rrrr-mm-dd);"Godzina przybycia
(hh:mm)";"Kod portu, 
z którego jednostka przyp³ynê³a ";Nazwa statku;Bandera;nr IMO ;Sygna³ wywo³awczy;"Pojemnoœæ brutto 
(tony)";D³ugoœæ (metry);Agent;Nabrze¿e (miejsce zacumowania)
PLKOL;2005-01-07;16:25:00;DKAAR;WILLEKE;NETHERLANDS;8214968;PIPK;998;79.90;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-01-12;13:00:00;NLRTM;CLARITY;SAINT VINCENT & THE GRENADINES;8012815;J8B2780;986;69.88;POLSTEAM SHIPPING AGENCY Ltd.;ZBO¯OWE
PLKOL;2005-01-23;20:00:00;DEHUS;ANTJE;NETHERLANDS;8319964;PDTK;998;78.87;Morska Agencja Szczecin Ltd.;Wêglowe
PLKOL;2005-01-26;20:00:00;DEREN;BRAKE;TUVALU;5225904;T2ND;603;57.50;Baltic Shipping Agency Ltd.;ZBO¯OWE
PLKOL;2005-01-27;18:30:00;SENRK;NORDICA;SWEDEN;7524017;SDGB;1155;67.01;RENTRANS CARGO Sp. z o.o.;WÊGLOWE
PLKOL;2005-02-04;21:30:00;NOBGO;ULRIKEN;PANAMA;7230185;HP9570;1470;78.49;Morska Agencja Szczecin Ltd.;Wêglowe
PLKOL;2005-02-05;01:30:00;NLRTM;LIFANA;NETHERLANDS;8315449;PFOC;1116;79.28;POLSTEAM SHIPPING AGENCY Ltd.;Zbo¿owe
PLKOL;2005-02-15;09:56:00;LTKLJ;KATRINE KROG;Denmark;6922779;OXKC6;1055;64.62;Morska Agencja Gdynia Sp. z o.o.;Wêglowe
PLKOL;2005-02-20;18:05:00;LVRIX;BLUEBIRD;SAINT VINCENT & THE GRENADINES;8027391;J8SK4;1115;67.00;Ahlmann-Zerssen Sp. z o.o.;WÊGLOWE
PLKOL;2005-02-24;08:00:00;PLSZZ;VEENTRANS;NETHERLANDS;8411633;PIZK;1132;79.30;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-03-01;08:20:00;SEKAN;WARTENA;SWEDEN;5386411;SEYW;407;48.75;NEPTUNE AGENCY Sp. z o.o. ;brak
PLKOL;2005-03-01;09:15:00;LTKLJ;Frakt;Saint Vincent and the Grenadines;8713811;J8B3003;1524;73.85;Morska Agencja Gdynia Sp. z o.o.;brak
PLKOL;2005-03-03;08:00:00;SESOL;WALTER HAMMANN;GERMANY;8714841;DFVT;1156;58.75;RENTRANS CARGO Sp. z o.o.;WÊGLOWE
PLKOL;2005-03-04;08:05:00;NLRTM;VEENTRANS;NETHERLANDS;8411633;PIZK;1132;79.30;POLSTEAM SHIPPING AGENCY Ltd.;Zbo¿owe
PLKOL;2005-03-04;14:00:00;DKRNN;WALKER;ANTIGUA & BARBUDA;8616087;V2AT3;1392;71.00;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2005-03-13;08:20:00;RUKGD;SAN REMO;SAINT VINCENT & THE GRENADINES;6507983;J8B2610;1283;72.07;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2005-03-19;09:40:00;SESOL;VEENTRANS;NETHERLANDS;8411633;PIZK;1132;79.00;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-03-21;22:30:00;DKASH;WALKER;ANTIGUA & BARBUDA;8616087;V2AT3;1392;71.96;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2005-03-22;08:10:00;SEKAN;WARTENA;SWEDEN;5386411;SEYW;407;48.75;NEPTUNE AGENCY Sp. z o.o. ;Wêglowe
PLKOL;2005-03-29;16:10:00;DKRNN;WALKER;ANTIGUA & BARBUDA;8616087;V2AT3;1392;71.96;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2005-03-31;06:45:00;DKRNN;VEENTRANS;NETHERLANDS;8411633;PIZK;1132;79.30;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-03-31;22:35:00;DEBKE;BETA;GERMANY;6713283;DHFD;1064;68.43;POLSTEAM SHIPPING AGENCY Ltd.;ZBO¯OWE
PLKOL;2005-04-04;06:45:00;DKASH;AMORE;CYPRUS;8801060;P3QZ9;851;64.33;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2005-04-09;10:00:00;DKASH;RIGINA;SAINT VINCENT & THE GRENADINES;5388005;J8GQ;792;59.00;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2005-04-09;20:00:00;SENRK;TINTO;SWEDEN;7608710;SMVP;1191;74.00;RENTRANS CARGO Sp. z o.o.;WÊGLOWE
PLKOL;2005-04-12;13:50:00;PLSZZ;LINDA MARIJKE;NETHERLANDS;9053684;PFOR;1359;75.25;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-04-14;06:30:00;LTKLJ;TALADI;Denmark;7104166;OXMC2;1106;64.62;Morska Agencja Szczecin Ltd.;Wêglowe
PLKOL;2005-04-18;06:40:00;SEKAN;LUNDEN;SAINT VINCENT & THE GRENADINES;7624075;J8QH6;1055;66.91;NEPTUNE AGENCY Sp. z o.o. ;Wêglowe
PLKOL;2005-04-18;07:20:00;DKASH;LORE D;ANTIGUA & BARBUDA;8026282;V2CU;1127;69.40;DAN SHIPPING & TRADING Co. Ltd. ;S³upskie
PLKOL;2005-04-20;13:30:00;SEKAN;LUNDEN;SAINT VINCENT & THE GRENADINES;7624075;J8QH6;1055;66.91;NEPTUNE AGENCY Sp. z o.o. ;Koszaliñskie
PLKOL;2005-04-21;09:15:00;DKODE;GEERTJE;NETHERLANDS;8506024;PCQV;1139;79.08;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-04-21;11:45:00;SEKAN;LUNDEN;SAINT VINCENT & THE GRENADINES;7624075;J8QH6;1055;66.91;NEPTUNE AGENCY Sp. z o.o. ;KOSZALIÑSKIE
PLKOL;2005-04-25;06:30:00;SEKAN;LUNDEN;SAINT VINCENT & THE GRENADINES;7624075;J8QH6;1055;66.91;NEPTUNE AGENCY Sp. z o.o. ;Koszaliñskie
PLKOL;2005-04-29;09:30:00;DEBRV;LIFANA;NETHERLANDS;8315449;PFOC;1116;79.28;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-04-30;10:00:00;NOLAR;LARS BAGGER;Denmark;5387350;OZNW2;326;44.86;Albers-Hansen Sp. z o.o.;Wêglowe
PLKOL;2005-05-05;18:00:00;LTLIE;SEALARK;BAHAMAS;7711402;C6BY7;1059;66.91;DAN SHIPPING & TRADING Co. Ltd. ;Wêglowe
PLKOL;2005-05-07;16:45:00;NLAMS;ANTJE;NETHERLANDS;8319964;PDTK;998;78.00;POLSTEAM SHIPPING AGENCY Ltd.;NAB. ZBO¯OWE
PLKOL;2005-05-08;17:30:00;FIJOE;PERFORMER;ANTIGUA & BARBUDA;8616099;V2OD;1392;71.96;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-05-08;19:50:00;NOOSL;ULRIKEN;PANAMA;7230185;HP9570;1470;78.49;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-05-08;23:50:00;SEKAN;LUNDEN;SAINT VINCENT & THE GRENADINES;7624075;J8QH6;1055;66.91;NEPTUNE AGENCY Sp. z o.o. ;KOSZALIÑSKIE
PLKOL;2005-05-10;22:15:00;SELYS;LARS BAGGER;Denmark;5387350;OZNW2;326;44.86;Albers-Hansen Sp. z o.o.;WÊGLOWE
PLKOL;2005-05-12;06:30:00;SEKAN;LUNDEN;SAINT VINCENT & THE GRENADINES;7624075;J8QH6;1055;66.91;NEPTUNE AGENCY Sp. z o.o. ;KOSZALIÑSKIE
PLKOL;2005-05-12;16:55:00;DKVEJ;LIFANA;NETHERLANDS;8315449;PFOC;1116;79.28;Morska Agencja Szczecin Ltd.;Wêglowe
PLKOL;2005-05-14;07:30:00;SEKAN;LUNDEN;SAINT VINCENT & THE GRENADINES;7624075;J8QH6;1055;66.00;NEPTUNE AGENCY Sp. z o.o. ;NABRZE¯E KOSZALIÑSKIE
PLKOL;2005-05-20;06:35:00;DEMUK;LUNDEN;SAINT VINCENT & THE GRENADINES;7624075;J8QH6;1055;66.91;NEPTUNE AGENCY Sp. z o.o. ;S£UPSKIE
PLKOL;2005-05-21;21:20:00;EETLL;SUNLARK;SAINT VINCENT & THE GRENADINES;8302909;J8B2795;1044;65.00;DAN SHIPPING & TRADING Co. Ltd. ;Wêglowe
PLKOL;2005-05-22;21:05:00;NLRTM;VEENTRANS;NETHERLANDS;8411633;PIZK;1132;79.30;POLSTEAM SHIPPING AGENCY Ltd.;NABRZE¯E ZBO¯OWE
PLKOL;2005-05-31;17:10:00;NOTOS;OCEAN THERESE;PANAMA;7700594;HO3368;1290;63.00;Morska Agencja Szczecin Ltd.;Wêglowe
PLKOL;2005-06-01;14:20:00;DKKOL;NORDKING;SWEDEN;7612216;SDHJ;1155;67.01;RENTRANS CARGO Sp. z o.o.;WÊGLOWE
PLKOL;2005-06-01;23:30:00;DKAAL;HERA;GERMANY;7434078;DCSH;1202;74.99;Morska Agencja Szczecin Ltd.;Zbo¿owe
PLKOL;2005-06-08;12:55:00;RUKGD;Veentrans;NETHERLANDS;8411633;PIZK;1132;79.30;Morska Agencja Szczecin Ltd.;Wêglowe
PLKOL;2005-06-13;06:45:00;SEKAN;LUNDEN;SAINT VINCENT & THE GRENADINES;7624075;J8QH6;1055;66.91;NEPTUNE AGENCY Sp. z o.o. ;S£UPSKIE
PLKOL;2005-06-19;11:10:00;NOKIV;ULRIKEN;PANAMA;7230185;HP9570;1470;78.49;Morska Agencja Szczecin Ltd.;NABRZE¯E WÊGLOWE
PLKOL;2005-06-20;06:00:00;SEKAN;LUNDEN;SAINT VINCENT & THE GRENADINES;7624075;J8QH6;1055;66.91;NEPTUNE AGENCY Sp. z o.o. ;S£UPSKIE
PLKOL;2005-06-22;17:00:00;DKRNN;ULRIKEN;PANAMA;7230185;HP9570;1470;78.49;POLSTEAM SHIPPING AGENCY Ltd.;WÊGLOWE
PLKOL;2005-06-29;06:40:00;SEKLI;VEENTRANS;NETHERLANDS;8411633;PIZK;1132;79.30;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-07-05;15:55:00;NOAES;OCEAN THERESE;PANAMA;7700594;HO3368;1290;63.28;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-07-06;19:15:00;EETLL;SUNLARK;SAINT VINCENT & THE GRENADINES;8302909;J8B2795;1044;65.51;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2005-07-08;14:10:00;NLAMS;VEENTRANS;NETHERLANDS;8411633;PIZK;1132;79.30;POLSTEAM SHIPPING AGENCY Ltd.;Zbo¿owe
PLKOL;2005-07-13;11:30:00;EETLL;PERFORMER;ANTIGUA & BARBUDA;8616099;V2OD;1392;71.96;DAN SHIPPING & TRADING Co. Ltd. ;Wêglowe
PLKOL;2005-07-15;06:20:00;SELYS;LARS BAGGER;Denmark;5387350;OZNW2;326;44.86;Albers-Hansen Sp. z o.o.;BRAK
PLKOL;2005-07-17;02:30:00;DKASH;LISA D;ANTIGUA & BARBUDA;8205187;V2OK3;1162;73.72;DAN SHIPPING & TRADING Co. Ltd. ;KOSZALINSKIE
PLKOL;2005-07-19;19:10:00;PLGDN;ULRIKEN;PANAMA;7230185;HP9570;1470;78.49;RENTRANS CARGO Sp. z o.o.;Wêglowe
PLKOL;2005-07-25;07:10:00;DKASH;MAGDA D;ANTIGUA & BARBUDA;8407228;V2NA;1298;74.91;DAN SHIPPING & TRADING Co. Ltd. ;S³upskie
PLKOL;2005-07-28;07:00:00;EETLL;SUNLARK;SAINT VINCENT & THE GRENADINES;8302909;J8B2795;1044;65.51;DAN SHIPPING & TRADING Co. Ltd. ;Wêglowe
PLKOL;2005-07-27;18:15:00;DKKOL;ULRIKEN;PANAMA;7230185;HP9570;1470;78.49;DAN SHIPPING & TRADING Co. Ltd. ;Wêglowe
PLKOL;2005-07-31;06:40:00;DKASH;JOLANDA;ANTIGUA & BARBUDA;5298107;V2PH5;499;57.84;DAN SHIPPING & TRADING Co. Ltd. ;NAB. S£UPSKIE
PLKOL;2005-08-01;08:15:00;DKASH;ELIF D;NETHERLANDS;8319976;PCKJ;997;78.92;DAN SHIPPING & TRADING Co. Ltd. ;S£UPSKIE
PLKOL;2005-08-03;03:35:00;FIJOE;WALKER;ANTIGUA & BARBUDA;8616087;V2AT3;1392;71.96;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-08-04;20:50:00;DKASH;LISA D;ANTIGUA & BARBUDA;8205187;V2OK3;1162;73.72;DAN SHIPPING & TRADING Co. Ltd. ;S³upskie
PLKOL;2005-08-08;07:50:00;DKASH;MAGDA D;ANTIGUA & BARBUDA;8407228;V2NA;1298;74.91;DAN SHIPPING & TRADING Co. Ltd. ;S£UPSKIE
PLKOL;2005-08-08;06:55:00;FINLI;REBECCA;FINLAND;8201600;OJIK;664;58.32;Morska Agencja Szczecin Ltd.;Wêglowe
PLKOL;2005-08-15;15:30:00;NLAMS;ALVA;SWEDEN;5013052;SDRG;286;44.00;POLSTEAM SHIPPING AGENCY Ltd.;ZBO¯OWE
PLKOL;2005-08-16;09:20:00;SESOL;LARGONA;SAINT VINCENT & THE GRENADINES;7713345;J8TE9;866;63.71;Ahlmann-Zerssen Sp. z o.o.;Zbo¿owe
PLKOL;2005-08-16;09:55:00;NOBGO;ULRIKEN;PANAMA;7230185;HP9570;1470;78.49;Morska Agencja Szczecin Ltd.;Wêglowe
PLKOL;2005-08-17;19:45:00;DKAAB;NORDFJORD;Netherlands Antilles;9033878;PJJR;1189;64.75;CST COMET Shipping & Trading;WÊGLOWE
PLKOL;2005-08-19;09:15:00;PLSZZ;LIFANA;NETHERLANDS;8315449;PFOC;1116;79.28;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-08-25;08:30:00;PLGDN;LORE D;ANTIGUA & BARBUDA;8026282;V2CU;1127;69.40;Albers-Hansen Sp. z o.o.;Zbo¿owe
PLKOL;2005-08-29;09:30:00;DEBRE;ORKA;NETHERLANDS;8211801;PFRK;1316;73.70;Ahlmann-Zerssen Sp. z o.o.;ZBO¯OWE
PLKOL;2005-08-30;18:20:00;DKVEJ;TONJA;HONDURAS;5364669;HQRA7;499;53.68;Albers-Hansen Sp. z o.o.;ZBO¯OWE
PLKOL;2005-09-01;07:00:00;DKGRE;MARINA-S;Dominican Republic;7042631;OUZE6;494;41.00;"""VIKING"" K.Kozie³, M.Balicki, G.Tomczyk";STOCZNIOWE
PLKOL;2005-09-01;11:00:00;EETLL;SEALARK;BAHAMAS;7711402;C6BY7;1059;66.91;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2005-09-02;21:30:00;NLAMS;VISCOUNT;Panama;7432147;HO3964;1044;65.84;POLSTEAM SHIPPING AGENCY Ltd.;ZBO¯OWE
PLKOL;2005-09-08;14:10:00;DEHAM;LIFANA;NETHERLANDS;8315449;PFOC;1116;79.28;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-09-10;10:40:00;SESOL;LILL;Norway;7217042;JXJR3;1394;76.46;NORDTECHNIK;NAB. KOSZALIÑSKIE
PLKOL;2005-09-13;11:00:00;LVRIX;KORMORAN;ANTIGUA & BARBUDA;6602599;V2EG;658;55.07;Ahlmann-Zerssen Sp. z o.o.;Zbo¿owe
PLKOL;2005-09-16;11:05:00;DESTL;HELA;GERMANY;6702284;DHLW;861;61.75;Ahlmann-Zerssen Sp. z o.o.;Zbo¿owe
PLKOL;2005-09-18;07:40:00;DEHUS;LIFANA;NETHERLANDS;8315449;PFOC;1116;79.28;Morska Agencja Szczecin Ltd.;NABRZE¯E WÊGLOWE
PLKOL;2005-09-18;08:40:00;SEKAN;ROSETHORN;UNITED KINGDOM;8028307;J8B3237;1213;69.30;NEPTUNE AGENCY Sp. z o.o. ;NABRZE¯E S£UPSKIE
PLKOL;2005-09-19;06:00:00;DKASH;MAGDA  D;ANTIGUA & BARBUDA;8407228;V2NA;1298;74.00;DAN SHIPPING & TRADING Co. Ltd. ;S£UPSKIE
PLKOL;2005-09-22;21:04:00;SEBOH;KEVIN-S;ANTIGUA & BARBUDA;6901593;V2AD;872;59.70;Ahlmann-Zerssen Sp. z o.o.;NABRZE¯E ZBO¯OWE
PLKOL;2005-09-25;07:00:00;DKASH;LISA D;ANTIGUA & BARBUDA;8205187;V2OK3;1162;73.00;DAN SHIPPING & TRADING Co. Ltd. ;S£UPSKIE
PLKOL;2005-09-26;06:45:00;SEKAN;LUNDEN;SAINT VINCENT & THE GRENADINES;7624075;J8QH6;1055;66.91;NEPTUNE AGENCY Sp. z o.o. ;S£UPSKIE
PLKOL;2005-09-29;17:50:00;NOOSL;ULRIKEN;PANAMA;7230185;HP9570;1470;78.49;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-10-10;01:30:00;DKASH;HERA;GERMANY;7434078;DCSH;1202;74.99;DAN SHIPPING & TRADING Co. Ltd. ;S³upskie
PLKOL;2005-10-11;09:25:00;EETLL;SAN REMO;SAINT VINCENT & THE GRENADINES;6507983;9H2982;1283;72.07;DAN SHIPPING & TRADING Co. Ltd. ;Wêglowe
PLKOL;2005-10-14;06:30:00;DKKOG;RIA;GERMANY;5239503;DDMJ;337;46.49;Albers-Hansen Sp. z o.o.;ZBOZOWE
PLKOL;2005-10-15;11:45:00;DERSK;SALONA;HONDURAS;7368994;HQHL9;886;60.91;Morska Agencja Szczecin Ltd.;NABRZE¯E ZBO¯OWE
PLKOL;2005-10-17;15:50:00;FIJOE;WALKER;ANTIGUA & BARBUDA;8616087;V2AT3;1392;71.96;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-10-19;07:40:00;DKAAB;SIMONE;NETHERLANDS ANTILLES;8516598;PJHL;1416;79.02;CST COMET Shipping & Trading;Wêglowe
PLKOL;2005-10-20;10:00:00;DKRNN;ULRIKEN;PANAMA;7230185;HP9570;1470;78.49;RENTRANS CARGO Sp. z o.o.;Wêglowe
PLKOL;2005-10-20;10:24:00;DEHHF;LARGONA;SAINT VINCENT & THE GRENADINES;7713345;J8TE9;866;63.71;Ahlmann-Zerssen Sp. z o.o.;Zbo¿owe
PLKOL;2005-10-23;07:35:00;DKAAB;SIMONE;NETHERLANDS ANTILLES;8516598;PJHL;1416;79.02;CST COMET Shipping & Trading;NABRZEZE WEGLOWE
PLKOL;2005-10-23;09:50:00;NLAMS;EST;NETHERLANDS;8609931;PGZA;920;64.24;POLSTEAM SHIPPING AGENCY Ltd.;ZBOZOWE
PLKOL;2005-10-26;15:57:00;DEFLF;LARGONA;SAINT VINCENT & THE GRENADINES;7713345;J8TE9;866;63.71;Ahlmann-Zerssen Sp. z o.o.;ZBO¯OWE
PLKOL;2005-10-28;08:30:00;DKAAB;SIMONE;NETHERLANDS ANTILLES;8516598;PJHL;1416;79.02;CST COMET Shipping & Trading;WÊGLOWE
PLKOL;2005-10-31;05:00:00;DEHUS;VEENTRANS;NETHERLANDS;8411633;PIZK;1132;79.30;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-11-02;08:00:00;DKAAB;SIMONE;NETHERLANDS ANTILLES;8516598;PJHL;1416;79.02;CST COMET Shipping & Trading;WÊGLOWE
PLKOL;2005-11-02;10:00:00;SEKLR;HELA;GERMANY;6702284;DHLW;861;61.75;Ahlmann-Zerssen Sp. z o.o.;ZBO¯OWE
PLKOL;2005-11-02;22:55:00;DKASH;HERA;GERMANY;7434078;DCSH;1202;74.99;DAN SHIPPING & TRADING Co. Ltd. ;Koszaliñskie
PLKOL;2005-11-05;07:00:00;LTKLJ;SATURN;Ecuador;6604690;OUHO2;627;53.60;Intermarine Co. Ltd. ;ZBO¯OWE
PLKOL;2005-11-06;08:00:00;DKAAB;SIMONE;NETHERLANDS ANTILLES;8516598;PJHL;1416;79.02;CST COMET Shipping & Trading;WÊGLOWE
PLKOL;2005-11-09;19:00:00;DEFLF;RIGINA;SAINT VINCENT & THE GRENADINES;5388005;J8GQ;792;59.57;Ahlmann-Zerssen Sp. z o.o.;ZBO¯OWE
PLKOL;2005-11-11;08:25:00;DKAAB;SIMONE;NETHERLANDS ANTILLES;8516598;PJHL;1416;79.00;CST COMET Shipping & Trading;NAB. WÊGLOWE
PLKOL;2005-11-16;08:25:00;FIJOE;WALKER;ANTIGUA & BARBUDA;8616087;V2AT3;1392;71.96;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-11-16;12:30:00;PLGDY;WILLEKE;NETHERLANDS;8214968;PIPK;998;79.90;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-11-17;09:00:00;DKAAB;SIMONE;NETHERLANDS ANTILLES;8516598;PJHL;1416;79.02;CST COMET Shipping & Trading;Wêglowe
PLKOL;2005-11-18;07:30:00;DKAAB;SIMONE;NETHERLANDS ANTILLES;8516598;PJHL;1416;79.02;CST COMET Shipping & Trading;WÊGLOWE
PLKOL;2005-11-18;14:00:00;DKNEX;HELLE KRISTINA;FINLAND;7324857;brak;197;31.00;¯ytki Micha³, Anna Dzwonek-¯ytki;WÊGLOWE
PLKOL;2005-11-19;09:00:00;NLAMS;DIAMANT;Luxembourg;8411669;LYRO;998;77.96;POLSTEAM SHIPPING AGENCY Ltd.;NABRZE¯E ZBO¯OWE
PLKOL;2005-11-24;07:50:00;EETLL;SKYLARK;SAINT VINCENT & THE GRENADINES;7416040;J8QG9;999;61.52;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2005-11-24;09:00:00;DKAAB;SIMONE;NETHERLANDS ANTILLES;8516598;PJHL;1416;79.00;CST COMET Shipping & Trading;WÊGLOWE
PLKOL;2005-11-27;08:37:00;DEREN;RIGINA;SAINT VINCENT & THE GRENADINES;5388005;J8GQ;792;59.57;Ahlmann-Zerssen Sp. z o.o.;NABRZEZE ZBOZOWE
PLKOL;2005-12-01;21:25:00;DKAAB;BARENTSZZEE;NETHERLANDS;7349467;PCXN;1045;71.18;CST COMET Shipping & Trading;WÊGLOWE
PLKOL;2005-12-03;06:30:00;FIJOE;WALKER;ANTIGUA & BARBUDA;8616087;V2AT3;1392;71.96;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-12-05;08:05:00;FINLI;HELGA;FINLAND;8325121;OJKR;1391;79.79;DAN SHIPPING & TRADING Co. Ltd. ;Wêglowe
PLKOL;2005-12-06;13:00:00;DEFLF;RIGINA;SAINT VINCENT & THE GRENADINES;5388005;J8GQ;792;59.57;Ahlmann-Zerssen Sp. z o.o.;ZBO¯OWE
PLKOL;2005-12-06;22:30:00;DKAAR;SALONA;HONDURAS;7368994;HQHL9;886;60.91;Albers-Hansen Sp. z o.o.;ZBO¯OWE
PLKOL;2005-12-08;21:30:00;DKASH;ADRIANE;Denmark;7001364;OUXX6;1371;69.83;DAN SHIPPING & TRADING Co. Ltd. ;S£UPSKIE
PLKOL;2005-12-09;18:45:00;DEWIS;HERA;GERMANY;7434078;DCSH;1202;74.99;BARWIL AGENCIES POLAND;Zbo¿owe
PLKOL;2005-12-12;08:30:00;DEBUM;VEENTRANS;NETHERLANDS;8411633;PIZK;1132;79.30;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2005-12-13;06:00:00;EETLL;SKANTIC;SAINT VINCENT & THE GRENADINES;7358626;J8WF5;1081;64.62;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2005-12-14;12:00:00;DEFLF;RIGINA;SAINT VINCENT & THE GRENADINES;5388005;J8GQ;792;59.57;AHLMANN ZERSSEN Sp. z o.o.;ZBO¯OWE
PLKOL;2005-12-26;17:40:00;NLRTM;WATERWAY;SAINT VINCENT & THE GRENADINES;8012827;J8B2705;1010;69.88;POLSTEAM SHIPPING AGENCY Ltd.;NAB. ZBO¯OWE
PLKOL;2005-12-29;21:30:00;DKAAR;SALONA;HONDURAS;7368994;HQHL9;886;60.91;Albers-Hansen Sp. z o.o.;NAB. ZBO¯OWE
PLKOL;2005-12-30;08:50:00;DKNAK;SIMONE;NETHERLANDS ANTILLES;8516598;PJHL;1416;79.02;CST COMET Shipping & Trading;NAB. WÊGLOWE
PLKOL;2006-01-01;07:10:00;LTLIE;MAGDA D;ANTIGUA & BARBUDA;8407228;V2NA;1298;74.00;Albers-Hansen Sp. z o.o.;ZBOZOWE QUAY
PLKOL;2006-01-03;08:45:00;DKHBK;ULRIKEN;PANAMA;7230185;HP9570;1470;78.49;Morska Agencja Szczecin Ltd.;WÊGLOWE
PLKOL;2006-01-05;08:30:00;NLAMS;VEENTRANS;NETHERLANDS;8411633;PIZK;1132;79.30;POLSTEAM SHIPPING AGENCY Ltd.;WÊGLOWE
PLKOL;2006-01-05;11:10:00;EETLL;SUNLARK;SAINT VINCENT & THE GRENADINES;8302909;J8B2795;1044;65.51;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2006-01-06;08:50:00;DKAAB;SIMONE;NETHERLANDS ANTILLES;8516598;PJHL;1416;79.02;CST COMET Shipping & Trading;WÊGLOWE
PLKOL;2006-01-08;22:00:00;DKHAS;MARINA-S;Denmark;7042631;OUZE6;494;41.10;"STOCZNIA ""PARSÊTA"" s.c. T. Jawdyk & M. Cieœlak";Stocznia
PLKOL;2006-01-11;22:10:00;DELBC;SALONA;HONDURAS;7368994;HQHL9;886;60.91;Albers-Hansen Sp. z o.o.;ZBO¯OWE
PLKOL;2006-01-17;22:10:00;DKAAB;JAN-WILLEM;ANTIGUA & BARBUDA;8602012;V2AL8;1525;74.33;CST COMET Shipping & Trading;WÊGLOWE
PLKOL;2006-01-31;20:00:00;DKAAB;JAN-WILLEM;ANTIGUA & BARBUDA;8602012;V2AL8;1525;74.33;CST COMET Shipping & Trading;WÊGLOWE
PLKOL;2006-02-02;15:00:00;DKRNN;SEALARK;BAHAMAS;7711402;C6BY7;1059;66.91;DAN SHIPPING & TRADING Co. Ltd. ;WÊGLOWE
PLKOL;2006-02-04;11:00:00;EEPLA;SEALARK;BAHAMAS;7711402;C6BY7;1059;66.91;DAN SHIPPING & TRADING Co. Ltd. ;NABRZE¯E WÊGLOWE
PLKOL;2006-02-09;07:40:00;DERSK;SALONA;HONDURAS;7368994;HQHL9;886;60.91;Albers-Hansen Sp. z o.o.;ZBO¯OWE QUAY
PLKOL;2006-02-13;07:30:00;NLAMS;VEENTRANS;NETHERLANDS;8411633;PIZK;1132;79.30;POLSTEAM SHIPPING AGENCY Ltd.;ZBO¯OWE
PLKOL;2006-02-14;06:45:00;DELBC;SALONA;HONDURAS;7368994;HQHL9;886;60.91;Albers-Hansen Sp. z o.o.;ZBO¯OWE
PLKOL;2006-02-16;07:55:00;NLRTM;LISA D;ANTIGUA & BARBUDA;8205187;V2OK3;1162;73.72;Albers-Hansen Sp. z o.o.;ZBO¯OWE
PLKOL;2006-02-21;07:20:00;DERSK;ALVA;PANAMA;6808090;HO3788;1037;68.43;Albers-Hansen Sp. z o.o.;Zbo¿owe
PLKOL;2006-02-23;01:55:00;DKASH;KORMORAN;ANTIGUA & BARBUDA;6602599;V2EG;658;55.07;DAN SHIPPING & TRADING Co. Ltd. ;S£UPSKIE
PLKOL;2006-02-26;22:15:00;PLSWI;ALVA;PANAMA;6808090;HO3788;1037;68.00;RENTRANS CARGO Sp. z o.o.;NAB WEGLOWE
PLKOL;2006-02-28;21:30:00;DKKOL;MAGDA D;ANTIGUA & BARBUDA;8407228;V2NA;1298;74.91;Albers-Hansen Sp. z o.o.;ZBO¯OWE
